Case #1: Impossible
19 29 210959
19 30 213119
19 31 162285
19 32 141848
19 34 157826
19 35 113010
19 39 168720
19 40 165221
19 41 226414
19 44 199460
19 45 204149
19 46 160893
19 47 119229
20 21 37058
20 23 57217
20 25 65763
20 27 86584
20 28 137188
20 29 126835
20 30 125575
20 31 119923
20 32 82079
20 33 89822
20 34 62353
20 35 96812
20 36 107979
20 37 79166
20 38 133761
20 39 93103
20 40 109861
20 41 139665
20 42 80394
20 43 43122
20 44 145762
20 46 105533
20 47 48026
21 22 81668
21 23 73525
21 24 107164
21 27 76862
21 28 153496
21 29 143143
21 30 141883
21 31 147843
21 32 98387
21 34 95634
21 35 133870
21 37 76335
21 38 170819
21 40 146919
21 41 136056
21 43 59430
21 44 162070
21 45 132913
21 47 85084
22 23 48189
22 24 69091
22 25 56735
22 27 21224
22 29 90462
22 30 103810
22 31 82867
22 32 16719
22 33 72589
22 34 118889
22 35 59756
22 36 98951
22 37 13806
22 38 96705
22 40 72805
22 41 74305
22 43 22238
22 44 136734
22 45 95721
22 47 103353
23 24 73685
23 25 8546
23 26 83542
23 27 69413
23 28 120017
23 31 87292
23 32 64908
23 33 120778
23 34 99141
23 35 64181
23 36 50762
23 37 61995
23 38 101130
23 40 90228
23 41 122494
23 42 63223
23 43 25951
23 44 88545
23 45 99434
23 46 85900
23 47 105243
24 25 82231
24 26 121098
24 27 90315
24 29 35979
24 30 34719
24 31 96496
24 32 52372
24 33 141680
24 34 113823
24 35 73385
24 36 124447
24 37 82897
24 38 110334
24 39 103187
24 40 99432
24 41 120204
24 42 57484
24 43 47734
24 44 138232
24 45 93695
24 47 129980
25 26 74996
25 27 77959
25 28 128563
25 29 118210
25 30 116950
25 31 78746
25 33 129324
25 34 107687
25 35 55635
25 36 42216
25 37 70541
25 38 92584
25 39 90831
25 40 81682
25 41 131040
25 42 71769
25 43 34497
25 44 90748
25 45 107980
25 46 77354
25 47 112230
26 28 179987
26 29 85119
26 30 152805
26 32 108132
26 33 132117
26 34 122664
26 38 156630
26 39 118582
26 40 132730
26 41 158791
26 42 146765
26 43 109493
26 44 165744
26 45 182976
26 46 128402
26 47 87190
27 28 121476
27 30 86555
27 31 70981
27 32 37943
27 33 66201
27 34 97665
27 35 80980
27 36 120175
27 37 7418
27 39 27708
27 40 94029
27 41 67917
27 42 80734
27 43 43462
27 44 157958
27 45 115958
27 46 89701
27 47 82874
28 29 94868
28 31 155385
28 32 111261
28 33 172841
28 34 172712
28 35 132274
28 36 170779
28 37 114058
28 38 128924
28 40 158321
28 41 166536
28 43 94066
28 45 140027
28 46 153993
28 47 185214
29 30 70698
29 31 132475
29 32 73743
29 33 144263
29 34 85678
29 35 109364
29 36 160426
29 37 104268
29 38 146313
29 39 124558
29 40 129829
29 41 156183
29 42 93463
29 44 102253
29 45 129674
29 46 125501
29 47 160377
30 31 131215
30 33 137689
30 35 108104
30 36 159166
30 37 93973
30 38 145053
30 39 114263
30 40 134151
30 42 92203
30 43 82453
30 45 128414
30 46 129823
31 32 66148
31 33 57194
31 34 115779
31 35 49275
31 36 120962
31 37 78399
31 38 86224
31 39 98689
31 40 75322
31 41 138898
31 43 105105
31 45 178588
31 46 70994
31 47 105870
32 33 89308
32 34 125231
32 35 43037
32 36 114724
32 37 30525
32 38 79986
32 39 50815
32 41 91024
32 42 76229
32 44 135267
32 45 112440
32 46 51758
32 47 86634
33 34 58585
33 35 106469
33 36 111257
33 37 58783
33 38 143418
33 39 79073
33 40 128957
33 41 119282
33 42 132099
33 43 94827
33 45 167323
33 46 128188
33 47 91656
34 35 121356
34 37 105083
34 39 125373
34 41 116084
34 42 122040
34 43 105475
34 44 187686
34 45 158251
34 46 130077
34 47 82203
35 36 97851
35 37 73562
35 38 36949
35 39 93852
35 41 134061
35 42 118396
35 43 81994
35 44 131392
35 45 155477
36 37 112757
36 38 134800
36 39 133047
36 41 173256
36 42 113985
36 43 76713
36 44 132964
36 45 150196
36 46 119570
36 47 154446
37 38 110511
37 39 20290
37 40 86611
37 42 73316
37 43 36044
37 45 108540
37 46 82283
37 47 90292
38 39 130801
38 40 89160
38 41 171010
38 42 155345
38 43 118943
38 44 168341
38 45 192426
38 46 84832
38 47 119708
39 40 106901
39 41 80789
39 42 93606
39 43 56334
39 44 170830
39 45 128830
39 46 102573
39 47 93097
40 41 147110
40 44 79181
40 46 60932
40 47 95808
41 42 62720
41 43 96543
41 44 211039
41 45 145953
41 47 150791
42 44 151768
42 45 83233
42 46 127117
42 47 106279
43 44 114496
43 46 90715
43 47 91148
44 45 187979
44 47 174989
45 47 164631
46 47 91480
Case #277: 123
1 7 65398
1 9 183297
1 13 100152
1 15 147769
1 16 115107
1 17 134272
1 19 56191
1 22 156391
1 23 41415
2 6 226940
2 7 203135
2 10 150957
2 11 222486
2 12 191173
2 13 242343
2 15 279036
2 20 148730
2 21 279142
2 22 232949
3 5 220968
3 8 96896
3 11 55888
3 12 60311
3 19 27330
3 21 112544
3 22 147688
3 23 12554
4 5 214868
4 6 153776
4 7 170042
4 8 59098
4 10 135899
4 13 73683
4 15 207520
4 19 183324
4 20 138126
4 21 213884
4 22 107621
5 8 178071
5 9 80341
5 11 199047
5 13 163486
5 16 306592
5 20 203100
5 21 159698
6 10 80437
6 12 120653
6 13 110582
6 15 130469
6 16 111999
6 17 144702
6 18 69314
6 19 33012
6 20 78210
6 21 124105
7 8 133433
7 9 211131
7 12 96848
7 14 230118
7 18 45509
7 19 63867
7 20 54405
7 22 184225
8 11 100451
8 12 36585
8 13 14585
8 14 104177
8 15 170723
8 23 107037
9 10 174531
9 14 172737
9 16 226251
9 18 183566
9 20 176758
9 21 79357
9 22 26906
9 23 175597
10 11 75983
10 12 40216
10 13 91386
10 15 139003
10 16 106341
10 20 2227
10 21 132639
11 13 115036
11 15 126015
11 19 28558
11 20 73756
11 23 68442
12 13 51170
12 14 140762
12 19 87641
12 20 42443
12 21 172855
12 23 72865
13 14 89592
13 16 197727
13 17 63290
13 18 102509
14 15 164545
14 17 152882
14 18 192101
14 19 221928
14 20 183205
14 22 145831
15 16 201836
15 18 127880
15 19 97457
15 20 136776
15 23 131462
16 18 113010
16 19 136103
16 20 104114
16 23 134536
17 18 136629
17 23 155742
18 19 36302
18 22 156660
19 20 45198
19 21 91093
19 23 39884
20 21 130412
20 23 30422
Case #278: 8
1 2 300575
1 7 27309
2 4 36438
2 5 99534
2 6 125000
2 7 273266
3 4 464456
5 7 372800
Case #279: 4
1 2 692728
1 6 494161
2 6 198567
4 6 23108
Case #280: 253
1 6 173430
1 9 67246
1 10 107290
1 12 178860
1 14 119614
1 15 78898
1 16 53357
1 17 95341
1 19 143351
1 21 128516
1 24 142965
1 25 125499
1 26 150856
1 28 63695
1 30 100188
1 31 87505
2 3 148770
2 5 191133
2 7 89023
2 9 182170
2 10 142961
2 11 200042
2 14 134505
2 16 85133
2 18 264233
2 19 163529
2 21 184608
2 22 99498
2 23 166541
2 26 103263
2 27 129971
2 28 90253
2 30 162889
2 31 66443
2 32 46639
3 4 157384
3 5 195272
3 7 233605
3 8 227853
3 9 237078
3 10 199680
3 12 202958
3 14 137908
3 17 162181
3 18 168645
3 20 222510
3 27 212670
3 28 106137
3 29 128633
3 32 195409
4 6 160982
4 11 74000
4 14 107166
4 15 91346
4 17 82893
4 19 130903
4 20 65126
4 22 106417
4 24 130517
4 26 138408
4 27 106748
4 31 75057
5 7 124931
5 11 189984
5 12 125096
5 13 109690
5 14 57364
5 16 107161
5 18 193610
5 21 119265
5 22 201811
5 23 156483
5 25 179303
5 26 88606
6 7 169929
6 9 240676
6 11 234982
6 12 170094
6 13 154688
6 15 120708
6 16 127052
6 22 135779
6 25 197226
6 28 145878
6 29 139210
6 32 133580
7 13 15241
7 15 203592
7 16 119172
7 17 91840
7 18 175210
7 19 113684
7 20 200891
7 22 188521
7 28 129510
7 30 96687
7 32 135662
8 9 163517
8 11 218564
8 13 100761
8 14 125584
8 15 242170
8 17 101311
8 18 59208
8 19 149321
8 21 197179
8 23 191323
8 25 159867
8 26 156826
8 27 257572
8 29 160939
8 30 106158
8 31 192910
9 11 72696
9 15 146144
9 16 120603
9 21 195762
9 22 161215
9 23 39195
9 25 192745
9 27 161546
9 30 167434
9 32 135531
10 11 168842
10 14 157768
10 18 261843
10 29 116039
10 30 166179
10 31 117353
10 32 189600
11 13 149411
11 14 181166
11 15 140450
11 16 114909
11 17 156893
11 20 58128
11 24 204517
11 25 187051
11 27 155852
11 28 125247
11 32 208227
12 14 116278
12 16 149819
12 17 92005
12 19 83037
12 21 130895
12 22 216440
12 25 221961
12 26 147520
12 27 216771
12 29 137661
12 30 96852
13 18 159969
13 19 98443
13 21 146301
13 23 182912
13 26 132114
13 31 136037
13 32 150903
14 15 129376
14 16 126716
14 17 24273
14 18 184792
14 22 144447
14 24 46112
14 26 31242
14 29 114558
15 16 132255
15 17 153649
15 18 233451
15 21 70474
15 24 113004
15 25 204397
15 26 98134
15 27 15402
15 30 158496
15 31 145745
16 17 102443
16 19 147333
16 20 106035
16 22 147326
16 23 81408
16 24 89608
16 26 104478
16 28 34654
16 30 107290
17 20 120489
17 21 95868
17 23 123392
17 25 174585
17 26 55515
17 28 67789
17 29 90285
17 31 91599
18 20 217484
18 21 162977
18 23 192857
18 24 230904
18 27 248853
18 28 207455
18 30 165366
18 32 310872
19 20 168499
19 21 47858
19 22 133403
19 25 219475
19 26 103525
19 30 43163
19 31 97086
19 32 210168
20 21 152691
20 25 178177
20 28 116373
20 30 125336
20 31 140183
20 32 199353
21 24 152517
21 25 171617
21 26 151383
21 28 109813
21 30 91021
21 31 133623
22 23 122020
22 27 30473
22 31 160816
22 32 146137
23 24 171016
23 27 122351
23 30 128239
23 31 115556
23 32 174726
24 26 14870
24 27 128406
24 31 148072
24 32 164772
25 27 213329
25 29 84300
25 30 179432
25 31 130606
25 32 228230
26 27 113536
26 28 123304
26 29 116636
26 31 147114
27 29 129029
27 31 130343
27 32 176610
28 29 22496
28 30 72636
28 31 23810
29 30 95132
29 32 143930
31 32 113082
Case #281: 40
1 10 483827
1 11 574262
1 12 450434
1 14 502041
2 4 350972
2 5 421491
2 6 217473
2 10 269167
2 11 481271
2 12 519114
2 14 539940
3 6 556214
3 9 127323
3 11 267591
3 12 459751
3 15 128506
4 14 272452
4 16 413509
5 11 539481
5 13 280851
5 14 136730
5 15 451813
6 7 633112
6 9 428891
6 15 510315
7 8 300788
7 9 440985
7 12 510672
7 13 399860
7 14 531498
8 10 40063
8 12 209884
8 13 328563
8 15 177991
9 15 255829
10 14 270773
10 16 411830
11 12 381925
12 13 118679
15 16 447486
Case #282: 445
1 2 185994
1 3 218734
1 4 263919
1 5 140985
1 6 225957
1 7 208581
1 8 140502
1 9 166466
1 11 211196
1 12 214153
1 13 154476
1 14 299888
1 15 302814
1 16 222353
1 17 239410
1 19 280951
1 20 141806
1 21 246164
1 22 177380
1 23 227390
1 24 286786
1 25 198907
1 26 229048
1 27 157213
1 28 214192
1 30 210904
1 31 227082
1 32 273867
2 3 71456
2 4 156770
2 5 123601
2 6 39963
2 8 45492
2 9 71456
2 10 99413
2 11 103927
2 12 66875
2 13 59466
2 14 131399
2 15 125699
2 16 87276
2 19 119259
2 20 160883
2 22 82370
2 23 102567
2 24 176030
2 25 12913
2 26 163288
2 27 145476
2 28 103436
2 30 24910
2 32 87873
2 33 135650
3 4 183052
3 5 105181
3 6 70921
3 7 48869
3 9 70821
3 10 80993
3 11 90344
3 12 4581
3 13 107035
3 14 123688
3 15 89710
3 16 24982
3 17 42696
3 18 134151
3 19 62217
3 20 105529
3 21 63753
3 22 59907
3 23 74150
3 25 67865
3 26 144868
3 28 93340
3 29 23685
3 30 55868
3 32 159329
3 33 99661
4 6 196733
4 7 134183
4 8 201043
4 9 227007
4 11 215523
4 13 192349
4 15 271132
4 16 198872
4 17 165012
4 18 219465
4 19 245269
4 20 160216
4 21 228234
4 22 233797
4 23 214163
4 25 169683
4 26 210997
4 27 144809
4 28 218519
4 29 206737
4 30 181680
4 31 152684
4 32 244643
5 6 99731
5 7 146188
5 9 104073
5 10 24188
5 11 148803
5 12 109762
5 13 92083
5 14 191167
5 16 117829
5 17 147877
5 18 186296
5 20 37282
5 21 131232
5 22 114987
5 23 141912
5 24 224393
5 25 126781
5 26 88063
5 27 21875
5 28 151799
5 29 128866
5 30 114784
5 32 175455
5 33 151878
6 7 62550
6 8 85455
6 9 111199
6 10 123919
6 12 66340
6 13 99429
6 14 91436
6 15 85736
6 16 86741
6 17 93379
6 18 102658
6 19 79296
6 21 31501
6 22 100285
6 23 82663
6 24 136067
6 25 27050
6 27 121606
6 28 63473
6 29 94606
6 30 15053
6 31 81051
6 32 127836
6 33 95687
7 8 68079
7 9 94043
7 11 81340
7 12 44288
7 13 58166
7 14 117293
7 16 64689
7 17 30829
7 19 111086
7 20 145236
7 21 94051
7 22 99614
7 24 156930
7 26 183717
7 27 160643
7 28 84336
7 29 72554
7 30 47497
7 31 18501
7 32 110460
7 33 146900
8 9 25964
8 10 53921
8 11 70694
8 12 92204
8 13 13974
8 14 159386
8 16 112605
8 17 98908
8 18 108187
8 19 159002
8 20 115391
8 21 105662
8 22 36878
8 24 146284
8 25 58405
8 26 117796
8 27 99984
8 28 73690
8 29 120470
8 30 70402
8 31 86580
8 32 133365
8 33 179962
9 10 79885
9 12 66240
9 14 133422
9 15 160531
9 16 86641
9 17 104355
9 18 134151
9 19 133038
9 20 141355
9 22 10914
9 23 60924
9 24 120320
9 25 84369
9 26 143760
9 27 125948
9 28 47726
9 29 94506
9 30 96366
9 31 92027
9 32 159329
9 33 153998
10 11 124615
10 12 85574
10 13 67895
10 14 203398
10 16 105975
10 17 123689
10 18 162108
10 19 143210
10 20 61470
10 22 90799
10 23 117724
10 24 200205
10 25 112326
10 26 63875
10 28 127611
10 29 104678
10 30 124323
10 31 111361
10 32 151267
10 33 176066
11 12 85763
11 13 84668
11 14 94903
11 15 119219
11 16 65362
11 17 75167
11 19 145765
11 20 145909
11 21 34968
11 24 75590
11 25 93519
11 26 102377
11 27 161316
11 29 114029
11 30 81522
11 31 62839
11 32 159919
12 13 102454
12 14 124579
12 15 94291
12 16 20401
12 17 38115
12 18 129570
12 19 66798
12 20 100948
12 21 68334
12 23 69569
12 25 63284
12 26 149449
12 27 116355
12 28 88759
12 29 28266
12 31 25787
12 32 154748
12 33 104242
13 15 185165
13 16 122855
13 17 88995
13 18 122161
13 19 169252
13 21 119636
13 22 50852
13 23 100862
13 24 160258
13 25 72379
13 26 131770
13 27 113958
13 28 87664
13 29 130720
13 30 84376
13 31 76667
13 32 147339
13 33 187000
14 15 113837
14 16 144980
14 17 111120
14 18 128419
14 19 141330
14 20 225527
14 22 128719
14 23 111097
14 24 164501
14 25 118486
14 27 213042
14 28 91907
14 29 147373
14 30 106489
14 31 98792
14 32 153597
14 33 123788
15 17 132406
15 18 188394
15 19 27493
15 20 195239
15 22 149617
15 23 135413
15 24 194809
15 25 112786
15 26 221596
15 27 183704
15 29 66025
15 30 100789
15 31 120078
15 32 191025
16 17 58516
16 18 149971
16 19 87199
16 20 80547
16 21 88735
16 22 75727
16 23 49168
16 24 140952
16 25 83685
16 26 167739
16 28 68358
16 29 48667
16 30 71688
16 31 46188
16 32 175149
17 18 116111
17 19 104913
17 20 139063
17 21 106449
17 22 93441
17 23 73807
17 24 150757
17 25 66329
17 26 177544
17 27 154470
17 28 78163
17 29 66381
17 30 78326
17 31 12328
17 32 141289
17 33 142357
18 20 223578
18 21 134159
18 22 145065
18 23 165262
18 24 238725
18 25 75608
18 26 112570
18 27 208171
18 28 166131
18 29 157836
18 30 87605
18 31 103783
18 32 25178
18 33 198345
19 21 110797
19 22 122124
19 23 136367
19 24 215363
19 25 106346
19 26 207085
19 28 142769
19 29 38532
19 30 94349
19 31 92585
19 32 207132
20 21 168514
20 22 152269
20 24 221499
20 25 164063
20 27 15407
20 28 148905
20 31 126735
20 32 212737
21 22 68784
21 24 104566
21 25 58551
21 26 131353
21 29 87438
21 30 46554
21 32 124951
21 33 127188
22 23 50010
22 24 109406
22 25 95283
22 26 136193
22 27 136862
22 28 36812
22 29 83592
22 31 81113
22 32 170243
22 33 143084
23 24 91784
23 25 109713
23 26 118571
23 27 145122
23 28 19190
23 29 97835
23 30 97716
23 32 176113
24 25 163117
24 27 236906
24 28 72594
24 29 189619
24 30 151120
24 31 138429
24 32 229517
24 33 184858
25 26 176201
25 27 148656
25 28 90523
25 30 11997
25 31 54001
25 32 100786
25 33 122737
26 27 109938
26 28 99381
26 29 168553
26 31 165216
27 28 164312
27 30 136659
27 31 142142
27 32 197330
28 29 117025
28 31 65835
28 32 156923
28 33 112264
29 30 79553
29 31 54053
29 32 183014
29 33 75976
30 31 65998
30 32 112783
30 33 110740
31 33 130029
32 33 181074
Case #283: 693
1 2 182584
1 4 129950
1 7 104271
1 8 140511
1 9 189298
1 11 145281
1 12 147509
1 13 116315
1 14 118668
1 15 141304
1 16 112573
1 17 73970
1 18 101769
1 19 104529
1 20 155122
1 22 144077
1 26 149012
1 29 115191
1 31 122519
1 34 110569
1 35 138973
1 36 148764
1 38 127486
1 40 153143
1 46 84593
1 49 123103
1 50 98956
2 3 180659
2 8 113361
2 9 206449
2 10 188425
2 13 158368
2 14 95310
2 15 132652
2 16 144013
2 17 184082
2 19 133782
2 20 237579
2 21 69174
2 22 163842
2 23 79817
2 24 110878
2 26 142329
2 28 110317
2 31 115792
2 32 169846
2 33 119555
2 35 119201
2 36 196784
2 42 146348
2 44 112460
2 45 78756
2 46 162814
2 49 124281
2 50 139355
3 6 112113
3 7 155632
3 10 157653
3 11 62433
3 12 99893
3 14 113415
3 15 150757
3 16 36646
3 19 103185
3 20 206483
3 21 127445
3 22 116586
3 23 138088
3 24 158634
3 27 43560
3 28 70342
3 29 101097
3 30 194108
3 31 121175
3 32 139249
3 33 97911
3 35 161519
3 37 174988
3 38 130148
3 41 123194
3 42 112983
3 43 50659
3 44 105912
3 46 95582
3 48 78468
3 49 93185
3 50 108758
4 8 40033
4 10 173489
4 11 78094
4 16 17377
4 17 116013
4 19 118846
4 23 122859
4 25 150816
4 26 61449
4 27 10463
4 31 136836
4 33 87128
4 37 167026
4 38 126292
4 42 93714
4 43 66320
4 44 104581
4 46 125868
4 47 125767
5 7 130504
5 10 116900
5 14 103032
5 16 128891
5 17 89373
5 21 87761
5 23 68616
5 25 127019
5 26 119654
5 27 135805
5 28 95195
5 30 145342
5 31 80247
5 35 96701
5 38 101837
5 39 91142
5 40 113921
5 41 83510
5 44 96608
5 45 97343
5 49 83881
5 50 56684
6 8 61297
6 10 112229
6 11 60569
6 12 87804
6 13 134441
6 14 38447
6 15 75789
6 16 98037
6 17 86634
6 19 79222
6 20 132226
6 22 111750
6 23 83728
6 25 77890
6 28 64341
6 30 139748
6 31 97212
6 35 89951
6 36 155441
6 39 88403
6 40 48968
6 41 68834
6 42 118468
6 47 86415
6 49 18928
6 50 84795
7 10 169753
7 16 144372
7 17 71685
7 18 67957
7 21 126056
7 25 105585
7 26 109844
7 29 54535
7 36 159991
7 37 203996
7 40 92487
7 41 121805
7 42 68035
7 43 104973
7 44 75174
7 48 84846
7 50 137766
8 9 187370
8 10 144792
8 11 49397
8 12 26507
8 14 71340
8 16 36740
8 17 119527
8 18 73155
8 20 165119
8 21 72183
8 22 107736
8 29 59733
8 32 72046
8 34 82928
8 35 122210
8 36 182566
8 37 126993
8 39 121296
8 41 67932
8 43 37623
8 44 64548
8 45 70188
9 12 171374
9 15 184140
9 16 187444
9 17 190058
9 18 186330
9 19 106023
9 20 67522
9 21 137275
9 22 212779
9 27 180530
9 29 172908
9 31 124013
9 32 142087
9 34 183816
9 35 119201
9 36 41618
9 37 177826
9 38 151351
9 40 171035
9 44 165404
9 47 121009
9 49 175769
10 11 95395
10 12 167230
10 19 54643
10 21 130056
10 22 217211
10 23 140699
10 24 171760
10 26 112040
10 27 183952
10 29 132301
10 31 72633
10 32 90707
10 33 119663
10 34 155496
10 35 161215
10 36 92998
10 37 126446
10 38 144132
10 41 125805
10 43 107169
10 44 137116
10 45 139638
10 46 62071
10 47 142481
10 48 114637
11 13 133382
11 15 91531
11 16 86137
11 17 108916
11 18 62544
11 19 40752
11 20 154508
11 22 134032
11 24 130264
11 25 100172
11 26 16645
11 30 143475
11 31 58742
11 32 76816
11 33 46367
11 35 102293
11 36 148300
11 41 84309
11 42 118141
11 46 69784
11 47 104568
12 13 127246
12 14 71812
12 15 109154
12 16 63247
12 18 99662
12 21 45676
12 22 81229
12 24 75803
12 25 137290
12 27 70161
12 28 29551
12 29 86240
12 30 112339
12 32 98553
12 36 173286
12 40 51870
12 42 111273
12 44 91055
12 45 43681
12 46 123678
12 47 79220
12 48 95146
12 50 118160
13 18 148710
13 19 92630
13 20 198965
13 22 168651
13 23 108339
13 25 113549
13 26 150027
13 27 163330
13 30 164359
13 31 110620
13 32 117548
13 33 122650
13 34 154412
13 36 166846
13 37 153287
13 38 75118
13 41 93445
13 42 80079
13 43 145156
13 45 83565
13 46 110516
13 47 48026
14 16 108080
14 18 50305
14 19 40775
14 20 142269
14 21 34638
14 22 121793
14 23 45281
14 24 76342
14 25 87933
14 27 114994
14 28 74384
14 29 36883
14 30 101301
14 33 24245
14 35 84665
14 36 148323
14 37 112578
14 38 48714
14 40 59011
14 42 82432
14 44 41698
14 45 44220
14 46 69807
14 47 50379
14 48 34947
14 49 28971
14 50 46348
15 16 145422
15 18 40508
15 20 159316
15 21 71980
15 24 113684
15 25 104980
15 26 108176
15 27 152336
15 28 111726
15 33 61587
15 34 30735
15 36 172933
15 37 149920
15 38 86056
15 39 69103
15 41 67729
15 42 105068
15 43 103305
15 46 107149
15 47 87721
16 18 109895
16 19 126889
16 20 195223
16 22 79940
16 24 121988
16 26 69492
16 29 96473
16 30 174613
16 32 102698
16 33 83835
16 35 157977
16 36 145826
16 37 163733
16 39 100405
16 41 103699
16 42 76337
16 44 101288
16 46 124694
16 48 105379
16 49 88561
16 50 132462
17 22 73645
17 24 126609
17 26 102440
17 27 105550
17 28 122571
17 29 59794
17 32 115566
17 33 72432
17 35 138729
17 36 178797
17 37 175780
17 39 1769
17 41 119159
17 43 97569
17 46 86091
17 48 90105
17 49 67706
17 50 109550
18 19 91080
18 20 118808
18 21 71806
18 24 113510
18 26 68731
18 27 116809
18 29 13422
18 31 109070
18 35 92357
18 36 151971
18 38 85882
18 39 48141
18 40 51374
18 41 76057
18 43 63860
18 44 34061
18 45 81388
18 50 96653
19 21 75413
19 22 162568
19 23 86056
19 25 128708
19 26 57397
19 27 129309
19 28 93193
19 29 77658
19 30 102723
19 31 17990
19 32 36064
19 33 65020
19 35 106572
19 36 107548
19 37 71803
19 39 113354
19 40 65012
19 41 71162
19 42 77389
19 44 82473
19 45 84995
19 47 91154
19 49 69746
20 21 176907
20 24 218600
20 25 156436
20 27 202137
20 29 105386
20 30 229446
20 31 191535
20 33 118024
20 34 128581
20 35 184321
20 36 109140
20 37 245348
20 40 143338
20 41 172656
20 42 118886
20 43 155824
20 44 126025
20 45 186478
20 48 135697
20 49 113298
21 22 94668
21 25 110644
21 26 81657
21 27 106362
21 29 71521
21 30 75165
21 31 93403
21 32 111477
21 33 58883
21 34 81579
21 35 58529
21 36 136112
21 39 113139
21 40 64300
21 44 76336
21 47 45121
21 48 69585
21 49 63609
21 50 80986
22 23 113813
22 24 52964
22 26 140219
22 27 86854
22 28 110780
22 29 84910
22 32 140682
22 34 61715
22 35 153197
22 37 175066
22 38 108744
22 39 71876
22 41 98919
22 45 85086
22 46 156198
22 49 92822
23 25 129789
23 28 85870
23 29 82164
23 30 76726
23 31 104046
23 32 94809
23 33 69526
23 34 100724
23 35 39384
23 36 116967
23 37 118707
23 39 111632
23 41 14894
23 44 86979
23 45 28727
23 46 115088
23 47 64266
24 25 117347
24 26 123361
24 28 105354
24 29 113225
24 37 122102
24 40 106004
24 41 45955
24 46 146149
24 47 67661
24 48 111289
25 28 113827
25 31 146698
25 34 74245
25 35 129985
25 37 191042
25 41 114895
25 42 97576
25 43 101488
25 44 71689
25 45 101062
25 46 145933
25 49 58962
25 50 134281
26 28 35796
26 29 55309
26 30 148320
26 31 75387
26 34 78504
26 36 164945
26 38 95733
26 40 17357
26 42 112776
26 44 60124
26 45 91239
26 46 64419
26 50 62970
27 28 40610
27 31 137725
27 34 126582
27 35 161134
27 36 138912
27 39 107319
27 40 89269
27 43 76783
27 44 108202
27 46 131608
27 47 115304
28 29 62777
28 31 111183
28 33 50139
28 34 85972
28 39 124340
28 42 110033
28 43 40667
28 45 73232
28 46 100215
29 31 95648
29 32 102162
29 34 23195
29 35 78935
29 37 149461
29 38 85597
29 39 61563
29 41 67270
29 42 97528
29 43 50438
29 47 87262
29 48 30311
29 49 7912
29 50 83231
30 33 125546
30 34 147255
30 37 174526
30 39 185623
30 40 130963
30 41 70914
30 42 152339
30 43 143449
30 45 84747
30 46 131755
30 48 136248
30 49 130272
30 50 108296
31 32 54054
31 34 118843
31 35 124562
31 36 125538
31 41 89152
31 43 70516
31 45 102985
31 46 47022
31 47 109144
31 48 77984
31 50 23563
32 34 78967
32 35 70508
32 36 143612
32 38 125553
32 40 101076
32 41 107226
32 43 88590
32 45 121059
32 46 53950
32 47 120669
32 49 105810
32 50 30491
33 34 35833
33 35 75749
33 36 141239
33 38 72959
33 40 34766
33 41 54632
33 43 47252
33 44 17453
33 46 94052
33 49 4726
33 50 70593
34 36 142198
34 37 172656
34 39 38368
34 40 61147
34 41 85830
34 45 91161
34 48 53506
34 49 31107
35 37 158091
35 39 140498
35 40 101063
35 42 135703
35 43 113549
35 44 58296
35 48 83051
35 49 71023
36 39 180566
36 40 166553
36 41 131861
36 43 160074
36 48 158912
36 49 136513
37 42 138046
37 43 124329
37 44 154276
37 45 89980
37 46 89689
37 47 125519
37 49 141549
38 39 127215
38 43 90862
38 44 90412
38 46 118521
38 49 77685
38 50 95062
39 41 117390
39 42 35965
39 43 95800
39 44 82202
39 47 68018
39 48 91874
39 50 107781
40 41 60049
40 42 119279
40 43 12486
40 44 42767
40 45 73882
40 46 72034
40 47 109390
40 48 43502
40 49 30040
40 50 70585
41 42 81425
41 46 100194
41 48 65334
41 50 76735
42 43 107905
42 44 118167
42 45 67592
42 47 32053
42 49 105440
43 48 31016
43 49 42526
43 50 58099
44 46 111505
45 46 114027
45 49 73191
46 49 98778
47 49 79350
48 50 65567
49 50 75319
Case #284: Impossible
Case #285: 16
1 5 498879
1 6 410629
2 3 394070
2 4 407177
2 5 698932
2 6 610682
2 7 262572
3 4 276103
3 5 567259
3 6 574775
3 7 131498
4 6 569215
4 7 144605
5 6 88250
5 7 625570
6 7 706273
Case #286: 195
1 10 243118
1 12 221350
1 20 235080
1 25 286377
1 35 232499
2 8 326003
2 13 223622
2 28 233493
2 29 268443
2 39 408495
2 40 155102
3 4 210091
3 7 326073
3 10 94144
3 17 271500
3 19 229856
3 21 177272
3 23 34054
3 24 306058
3 25 190615
4 6 227027
4 9 275282
4 14 281546
4 20 139177
4 22 198399
4 24 252112
4 26 310952
4 37 220016
4 43 263705
5 6 352012
5 11 282313
5 18 342185
5 24 326927
5 25 244638
5 36 147429
5 42 436156
5 43 377811
6 7 280026
6 10 268535
6 21 351654
6 26 326058
6 27 244902
6 30 289341
6 35 300117
6 45 326151
7 9 275939
7 23 292019
7 31 283178
7 32 351939
7 35 259116
7 38 164167
7 42 309143
7 44 263160
8 16 306692
8 17 293112
8 26 365697
8 31 251627
8 33 408696
8 37 310918
8 38 337026
8 40 208744
9 18 323312
9 33 266088
9 37 55266
9 42 391352
9 43 273181
9 45 504358
10 11 52260
10 13 125334
10 20 128510
10 28 178683
10 33 193005
10 39 310207
10 42 306219
